,sentence,cleansed_target,cleansed_stopwords
1968,직원들이 너무 친절하고 시설도 완벽했습니다. 고급 그자체,"['직원', '친절', '고', '시설', '완벽', '고급', '자체']","['직원', '친절', '고', '시설', '완벽', '고급', '자체']"
1969,음식이 대부분 너어어어무 맛있었고 서비스도 진짜 부담되지 않을정도로 센스있게 좋았음,"['음식', '대부분', '어', '어', '어', '무', '맛있', '고', '서비스', '부담', '지', '정도', '센스', '있', '게', '좋']","['음식', '대부분', '어', '어', '어', '무', '맛있', '고', '서비스', '부담', '센스', '있', '게']"
1970,파크뷰 조식으로 먹었는데 음식이 맛있고 종류도 많았음.,"['파크뷰', '조식', '먹', '는데', '음식', '맛있', '고', '종류', '많']","['파크뷰', '조식', '먹', '는데', '음식', '맛있', '고', '종류']"
1971,"조식 석식 다 맛있게 먹었고, 식사는 전반적으로 만족스러웠습니다. 호텔 위치도 전철로 갔으나 역출구에서 가깝고 셔틀버스가 있어 언덕을 쉽게 오갈수있어 좋았습니다.","['조식', '석식', '맛있', '게', '먹', '고', '식사', '전반', '만족', '호텔', '위치', '전철', '가', '으나', '역', '출구', '가깝', '고', '셔틀버스', '있', '어', '언덕', '쉽', '게', '오가', '어', '좋']","['조식', '석식', '맛있', '게', '먹', '고', '식사', '전반', '만족', '호텔', '위치', '전철', '으나', '역', '출구', '가깝', '고', '셔틀버스', '있', '어', '언덕', '쉽', '게', '오가', '어']"
1972,"최고의 서비스, 청결  이그제큐티브 룸에 포함된 4번의 라운지 이용혜택 모든 서비스 및 안내의 신속처리 코로나 시국에 맞는 철저한 관리 The Best hotel & service ever. No worries about cleanliness. The executive lounge is available for 4 times for one night. (Only for the excutive room guests) The hotel staff handle everything quickly.  Perfect disinfection management.","['최고', '서비스', '청결', '이그제큐티브', '룸', '포함', '라운지', '이용', '혜택', '서비스', '안내', '신속', '처리', '코로나', '시국', '맞', '관리']","['최고', '서비스', '청결', '이그제큐티브', '룸', '포함', '라운지', '이용', '혜택', '서비스', '안내', '신속', '처리', '코로나', '시국', '맞', '관리']"
1973,조식 메뉴가 다양하고 친절도가 매우 좋습니다,"['조식', '메뉴', '고', '친절', '좋', '습니다']","['조식', '메뉴', '고', '친절', '습니다']"
1974,안락하고 조용한 시간 보낼수있었어요. 쿠팡이츠 이용해서 안전하게 식사도 가능했습니다. 침구도 만족했고 응대수준도 높았습니다.,"['안락', '고', '시간', '보내', '팡이', '츠', '이용', '아서', '안전', '게', '식사', '가능', '침구', '만족', '고', '응대', '수준', '높']","['안락', '고', '보내', '팡이', '츠', '이용', '아서', '안전', '게', '식사', '가능', '침구', '만족', '고', '응대', '수준', '높']"
1975,식재료들이 퀄리티있고 맛있었어요 담에도  기회되면 또 묵고싶네요,"['식재료', '퀄리티', '있', '고', '맛있', '어요', '담', '기회', '고', '묵', '고', '네요']","['식재료', '퀄리티', '있', '고', '맛있', '어요', '담', '기회', '고', '묵', '고', '네요']"
1976,매우청결하며 침대가 푹신해서 좋다. 모든 시설이 잘 되어있다. 이게 호텔이지 느끼게 해줌,"['청결', '며', '침대', '아서', '좋', '시설', '되', '어', '게', '호텔', '지', '느끼', '게', '하', '아']","['청결', '며', '침대', '아서', '시설', '어', '게', '호텔', '느끼', '게', '아']"
1977,"국내 최고의 탑 호텔 말해 뭐할까요,  객실이고 라운지고 너무 좋네요.","['국내', '최고', '탑', '호텔', '말', '아', '뭐하', '객실', '고', '라운지', '고', '좋']","['국내', '최고', '탑', '호텔', '아', '뭐하', '객실', '고', '라운지', '고']"
1978,"코로나 때문인지 지난 해 말 숙박 때보다 조식을 덜 기다려서 좋았고, 숙박시설이나 친절도 모두 늘 만족","['코로나', 'ㄴ지', '지나', '하', '아', '말', '숙박', '때', '조식', '기다리', '어서', '좋', '고', '숙박', '시설', '친절', '만족']","['코로나', 'ㄴ지', '지나', '아', '숙박', '조식', '기다리', '어서', '고', '숙박', '시설', '친절', '만족']"
1979,객실이 진짜 엄청좋음,"['객실', '좋']",['객실']
1980,"직원분들이 매우 친절했고, 룸서비스의 질도 좋았습니다. 코로나로 인해 불안감도 있었지만 출입부터 철저하게 관리되어 안심할 수 있었습니다. 퇴실일 룸서비스 조식이 밀려 레이트체크아웃을 제공해주신 점 감사합니다.","['직원', '친절', '고', '룸서비스', '질', '좋', '코로나', '인하', '아', '불안감', '지만', '출입', '게', '관리', '어', '안심', '퇴실', '룸서비스', '조식', '밀리', '어', '레이트', '체크아웃', '제공', '아', '점']","['직원', '친절', '고', '룸서비스', '질', '코로나', '인하', '아', '불안감', '지만', '출입', '게', '관리', '어', '안심', '퇴실', '룸서비스', '조식', '밀리', '어', '레이트', '체크아웃', '제공', '아']"
1981,습도와 온도가 매우 쾌적하게 느껴졌습니다!,"['습도', '온도', '게', '느끼', '어']","['습도', '온도', '게', '느끼', '어']"
1982,대한민국 최고의 호텔.,"['대한민국', '최고', '호텔']","['대한민국', '최고', '호텔']"
1983,아침식사 맛있습니다,"['아침', '식사', '맛있', '습니다']","['아침', '식사', '맛있', '습니다']"
1984,부페 아침식사는 맛나고 다양했습니다.,"['부페', '아침', '식사', '맛나', '고']","['부페', '아침', '식사', '맛나', '고']"
1985,좋았습니다. 아내와 아들이 좋아했습니다.,"['좋', '아내', '아들', '좋아하']","['아내', '아들', '좋아하']"
1986,최신식 유행 인테리어는 아니여도  고급스럽고 상류층의 중후하면서 클래식하면서 교양있는 인텔리젼트한 분위기와 깨끗한 시설  코로나 때문에 룸써비스 조식 참 좋았고 맛있었어요 서울만이 갖고 있는 도시의 그 느낌을  고스란히 잘 보여주는 뷰 아름다웠어요  꽃피는 봄 예쁜 단풍 가을에  다시 방문하고 싶습니다,"['최신식', '유행', '인테리어', '아도', '고급스럽', '고', '상류층', '면서', '클래식', '면서', '교양', '있', '인텔리', '지', '어', '트', '한', '분위기', '시설', '코로나', '룸', '써비스', '조식', '좋', '고', '맛있', '어요', '서울', '가지', '고', '있', '도시', '느낌', '보여주', '뷰', '아름답', '어요', '꽃피', '봄', '예쁘', '단풍', '가을', '방문', '고', '습니다']","['최신식', '유행', '인테리어', '아도', '고급스럽', '고', '상류층', '면서', '클래식', '면서', '교양', '있', '인텔리', '어', '트', '분위기', '시설', '코로나', '룸', '써비스', '조식', '고', '맛있', '어요', '서울', '고', '있', '도시', '느낌', '보여주', '뷰', '아름답', '어요', '꽃피', '봄', '예쁘', '단풍', '가을', '방문', '고', '습니다']"
1987,음식이 맛잇는 곳 음식 맛집. 직원들이 친절함,"['음식', '맛', '잇', '곳', '음식', '맛', '집', '직원', '친절']","['음식', '맛', '잇', '곳', '음식', '맛', '직원', '친절']"
1988,룸서비스 맛있게 먹으면서 잘 쉬고 왔습니다,"['룸서비스', '맛있', '게', '먹', '으면서', '쉬', '고', '오']","['룸서비스', '맛있', '게', '먹', '으면서', '쉬', '고']"
1989,조식이 맛있었고 직원들이 친절하였습니다 기회가 된다면 다시 방문하고 싶습니다,"['조식', '맛있', '고', '직원', '친절', '기회', '되', 'ㄴ다면', '방문', '고', '습니다']","['조식', '맛있', '고', '직원', '친절', '기회', 'ㄴ다면', '방문', '고', '습니다']"
1990,아침식사 맛있고 서비스가 친절해서 좋았습니다.,"['아침', '식사', '맛있', '고', '서비스', '친절', '아서', '좋']","['아침', '식사', '맛있', '고', '서비스', '친절', '아서']"
1991,전체적인 서비스가 섬세하고 만족스럽습니다. 수영장도 이용하기 편안하고 조식도 맛있었고  깔끔했어요,"['전체', '서비스', '고', '만족스럽', '수영장', '이용', '지', '편안', '고', '조식', '맛있', '고', '어요']","['전체', '서비스', '고', '만족스럽', '수영장', '이용', '편안', '고', '조식', '맛있', '고', '어요']"
1992,직원들 서비스가 너무 좋았구요 음식도 너무 맛있었습니다!,"['직원', '서비스', '좋', '음식', '맛있']","['직원', '서비스', '음식', '맛있']"
1993,넘 친절해서 좋았어요.,"['친절', '아서', '좋']","['친절', '아서']"
1994,부모님께서 이그제큐티브 이용하셨는데 매우 만족해 하셨습니다! 음식 퀄리티와 서비스 모두 매우 좋으셨다고 하네요!,"['부모', '이그제큐티브', '이용', '는데', '만족', '아', '하', '음식', '퀄리티', '서비스', '좋', '다고']","['부모', '이그제큐티브', '이용', '는데', '만족', '아', '음식', '퀄리티', '서비스', '다고']"
1995,라운지 음식이 전체적으로 퀼리티가 아주 좋았습니다. 계속 재탕되는 항목들도 분명 있었지만 메인은 확실히 계속 바뀌었습니다. 3인이서 엑베 추가하여 이그제큐티브 그랜드 디럭스룸을 이용했는데 여자 셋이 쓰기 좋았고 가성비도 좋은 것 같습니다. 엑스트라 베드는 매트리스가 아주 단단해서 불편해하시는 분들도 분명 계실 것 같습니다만 저는 잠자리에 예민하지 않아 상관없었고 매트리스 제외한 베딩은 아주 좋았습니다.,"['라운지', '음식', '전체', '퀴', '리', '티', '좋', '재탕', '항목', '지만', '메인', '바뀌', '베', '추가', '아', '이그제큐티브', '그랜드', '디럭스', '룸', '이용', '는데', '여자', '쓰', '좋', '고', '성비', '좋', '같', '엑스트라', '베드', '매트리스', '아서', '불편', '아', '계시', '같', '습니다만', '잠자리', '지', '아', '상관없', '고', '매트리스', '제외', '베', '좋']","['라운지', '음식', '전체', '퀴', '리', '티', '재탕', '항목', '지만', '메인', '바뀌', '베', '추가', '아', '이그제큐티브', '그랜드', '디럭스', '룸', '이용', '는데', '쓰', '고', '성비', '엑스트라', '베드', '매트리스', '아서', '불편', '아', '계시', '습니다만', '잠자리', '아', '상관없', '고', '매트리스', '제외', '베']"
1996,"역시 클래스는 영원하다, 최고입니다.","['클래스', '영원', '다', '최고']","['클래스', '영원', '다', '최고']"
1997,모든 것이 좋았어요.. 그리고 룸서비스 갈비반상이랑 계란요리 너무 맛있었어요... 또 먹고싶다....,"['좋', '룸서비스', '갈비', '반상', '계란', '요리', '맛있', '먹', '고']","['룸서비스', '갈비', '반상', '계란', '요리', '맛있', '먹', '고']"
1998,부페 식사를 원했으나 코로나19로 단품으로 아침식사를 해서 아쉬웠으나 음식이 정갈하게 나와 맛있게 먹었습니다,"['부페', '식사', '원하', '으나', '코로나', '단품', '아침', '식사', '하', '아서', '아쉽', '으나', '음식', '게', '나오', '아', '맛있', '게', '먹']","['부페', '식사', '원하', '으나', '코로나', '단품', '아침', '식사', '아서', '아쉽', '으나', '음식', '게', '아', '맛있', '게', '먹']"
1999,"신라호텔에서의 첫 숙박이었는데 정말 모든 직원 분들이 친절하고 서비스, 음식 퀄리티, 룸 컨디션 모두모두 너무 만족스러웠습니다. 코로나로 인해서 라운지 이용이 단품 플레이트였지만 부족하다고 느껴지지 않았고 특히 해피아워 시에 직원들 대응이 친절하여 편안했습니다! 또 가고싶어요 :)","['신라호텔', '숙박', '는데', '직원', '친절', '고', '서비스', '음식', '퀄리티', '룸', '컨디션', '만족', '코로나', '인하', '아서', '라운지', '이용', '단품', '플레이트', '지만', '부족', '다고', '느껴지', '지', '고', '해피', '아워', '시', '직원', '대응', '친절', '아', '편안', '가', '고', '어요']","['신라호텔', '숙박', '는데', '직원', '친절', '고', '서비스', '음식', '퀄리티', '룸', '컨디션', '만족', '코로나', '인하', '아서', '라운지', '이용', '단품', '플레이트', '지만', '부족', '다고', '느껴지', '고', '해피', '아워', '시', '직원', '대응', '친절', '아', '편안', '고', '어요']"
2000,침구류 편하고 깨끗. 산책로도 조용하고 좋음,"['침구', '편하', '고', '산책로', '고', '좋']","['침구', '편하', '고', '산책로', '고']"
2001,서비스 시설 정말 최고입니다!,"['서비스', '시설', '최고']","['서비스', '시설', '최고']"
2002,방 업그레이드 해주셔서 정말 짱 좋은 욕실이 딸린 방에서 묵었습니다 코로링 때문에 직원분들도 힘드실텐데 서비스도 넘 좋았어요,"['방', '업그레이드', '하', '아', '어서', '좋', '욕실', '딸리', '방', '묵', '코', '링', '직원', '힘들', 'ㄹ텐데', '서비스', '좋', '어요']","['방', '업그레이드', '아', '어서', '욕실', '딸리', '방', '묵', '코', '링', '직원', '힘들', 'ㄹ텐데', '서비스', '어요']"
2003,코로나로 뷔페와 피트니스 시설을 이용할 수 없었던 것만 빼만 모두 만족입니다. 남산뷰도 좋았고 욕조에서도 바깥 풍경을 볼 수 있다는 것이 가장 인상 깊었어요^^ 폭신한 침구류도 만족합니다.,"['코로나', '뷔페', '피트니스', '시설', '이용', '없', '빼', '어', '만족', '남산', '뷰', '좋', '고', '욕조', '바깥', '풍경', '보', '있', '인상', '깊', '침구', '만족']","['코로나', '뷔페', '피트니스', '시설', '이용', '빼', '어', '만족', '남산', '뷰', '고', '욕조', '바깥', '풍경', '있', '인상', '깊', '침구', '만족']"
2004,종류도 많고 맛있었어요,"['종류', '많', '고', '맛있', '어요']","['종류', '고', '맛있', '어요']"
2005,침구류 청결도 서비스 굳,"['침구', '청결', '서비스', '굳']","['침구', '청결', '서비스', '굳']"
2006,깔끔한 룸 상태. 편안한 침구 모두 좋앗습니다,"['룸', '상태', '편안', '침구', '좋']","['룸', '상태', '편안', '침구']"
2007,침구가 정말 편안하고 푹신해서 잠을 잘 자고 쉬다 갑니다. 남산이 한눈에 들어오는 뷰라서 좋았고 호텔 주위를 볼 수 있어 좋았습니다. 조식도 맛있었고 전체적인 분위기도 좋았습니다.,"['침구', '편안', '고', '아서', '잠', '자', '고', '쉬', '다', '가', '남산', '한눈', '들어오', '뷰', '라서', '좋', '고', '호텔', '주위', '보', '있', '어', '좋', '조식', '맛있', '고', '전체', '분위기', '좋']","['침구', '편안', '고', '아서', '잠', '자', '고', '쉬', '다', '남산', '한눈', '들어오', '뷰', '라서', '고', '호텔', '주위', '있', '어', '조식', '맛있', '고', '전체', '분위기']"
2008,서울에서 제일 청결하고 서비스 좋은 호텔입니다.,"['서울', '청결', '고', '서비스', '좋', '호텔']","['서울', '청결', '고', '서비스', '호텔']"
2009,친절한 안내 감사합니다,"['친절', '안내']","['친절', '안내']"
2010,"명실상부  서울 시내 최고의 5성급 호텔. 프로페셔널한 직원분들은 하나같이 다 친절하십니다. (심지어 발렛파킹해주시는 분들도 너무나 친절하셔서 감동이네요) 지어진지 오래된 호텔이지만 낡았다는 느낌은 거의 없습니다. 객실 컨디션이 좋습니다. 몰튼브라운 어메니티 향이 좋고, 시몬스 뷰티레스트 침대는 너무 편해요. 두꺼운 샤워가운 역시 너무 좋아요. (추가로 취향에 맞는 8가지 이상의 베개를 고를 수 있어요) 비지니스 트윈룸에 숙박했는데, 조명 컨트롤이 용이했고 리모콘으로 블라인드를 조절 할 수 있어 편했습니다. 피트니스센터(헬스장)와 실내사우나는 소문답게 정말 좋았어요. 헬스기구가 정말 다양해요. 야외 조깅코스도 있어요. 대나무숲을 바라보며 러닝머신을 할 수 있어 힐링 제대로 했어요! 실내수영장은 날씨가 좋은 날에 개방하여 야외수영장 같은 느낌을 받을 수 있어요. 실내 사우나와는 별도로 실내 수영장에 온탕과 사우나가 별도로 마련되어 있어 좋아요. 어반아일랜드는 소문답게 도심 속 휴가를 즐기기 좋은 장소였어요 (온수풀도 같이 구비) 더파크뷰 조식은..뭐 말이 필요 없을 정도로 훌륭한 곳이죠! 특히 중식코너와 튀김류가 맛있었어요. 전복죽과 야채죽, 쌀국수도 맛있었어요. 더라이브러리는 요즈음 애플망고빙수 때문에 사람이 매우 많았지만 친절하고 맛있었어요 그리고 신라호텔에 숙박한다면.... 꼭 한 시간 정도 여유로운 일정을 잡으셔서 조각공원 산책을 해보시는걸 추천합니다. 진짜 아름다워요!","['명실상부', '서울', '시내', '최고', '성급', '호텔', '프로페셔널', '직원', '친절', '발', '렛', '파킹', '아', '친절', '어서', '감동', '어', 'ㄴ지', '오래되', '호텔', '지만', '낡', '느낌', '없', '객실', '컨디션', '좋', '몰트', '브라운', '어메', '니', '티', '향', '좋', '고', '시몬스', '뷰티', '레', '스트', '침대', '편하', '두껍', '샤워', '가운', '좋', '추가', '취향', '맞', '이상', '베개', '고르', '비지니스', '트윈룸', '숙박', '는데', '조명', '컨트롤', '고', '리모콘', '블라인드', '조절', '하', '있', '어', '편하', '피트니스', '센터', '헬스장', '실내', '사우나', '소문', '게', '좋', '헬스', '기구', '야외', '조깅', '코스', '나무숲', '바라보', '며', '러닝머신', '하', '있', '어', '힐', '링', '하', '실내', '수영장', '날씨', '좋', '날', '개방', '아', '야외', '수영장', '같', '느낌', '받', '실내', '사우나', '별도', '실내', '수영장', '온탕', '사우나', '별도', '마련', '어', '있', '어', '좋', '어', '아일랜드', '소문', '게', '도심', '속', '휴가', '즐기', '좋', '장소', '어요', '수풀', '구비', '파크뷰', '조식', '말', '필요', '없', '정도', '곳', '중식', '코너', '튀김', '맛있', '전복죽', '야채', '죽', '쌀국수', '맛있', '라이브러리', '요즈음', '애플', '망고', '빙수', '사람', '많', '지만', '친절', '고', '맛있', '어요', '신라호텔', '숙박', 'ㄴ다면', '시간', '정도', '여유', '일정', '잡', '어서', '조각', '공원', '산책', '해보', '는걸', '추천', '아름답']","['명실상부', '서울', '시내', '최고', '성급', '호텔', '프로페셔널', '직원', '친절', '발', '렛', '파킹', '아', '친절', '어서', '감동', '어', 'ㄴ지', '오래되', '호텔', '지만', '낡', '느낌', '객실', '컨디션', '몰트', '브라운', '어메', '니', '티', '향', '고', '시몬스', '뷰티', '레', '스트', '침대', '편하', '두껍', '샤워', '가운', '추가', '취향', '맞', '이상', '베개', '고르', '비지니스', '트윈룸', '숙박', '는데', '조명', '컨트롤', '고', '리모콘', '블라인드', '조절', '있', '어', '편하', '피트니스', '센터', '헬스장', '실내', '사우나', '소문', '게', '헬스', '기구', '야외', '조깅', '코스', '나무숲', '바라보', '며', '러닝머신', '있', '어', '힐', '링', '실내', '수영장', '날씨', '날', '개방', '아', '야외', '수영장', '느낌', '실내', '사우나', '별도', '실내', '수영장', '온탕', '사우나', '별도', '마련', '어', '있', '어', '어', '아일랜드', '소문', '게', '도심', '휴가', '즐기', '장소', '어요', '수풀', '구비', '파크뷰', '조식', '필요', '곳', '중식', '코너', '튀김', '맛있', '전복죽', '야채', '죽', '쌀국수', '맛있', '라이브러리', '요즈음', '애플', '망고', '빙수', '지만', '친절', '고', '맛있', '어요', '신라호텔', '숙박', 'ㄴ다면', '여유', '일정', '잡', '어서', '조각', '공원', '산책', '해보', '는걸', '추천', '아름답']"
2011,"숙박하는 동안 장맛비가 거의 매일 내렸는데 비오는날 수영장에서 연결된 야외 자쿠지와 사우나가 정말 좋았고, 특히 비가 멎었을때 수영장 개폐식 대형천장과 벽면을 개방하니까 마치 야외수영장인 것 같고 게다가 남산타워 뷰도 너무나 좋았어요!","['숙박', '동안', '장맛비', '내리', '는데', '비오', '날', '수영장', '연결', '야외', '자', '아쿠', '지', '사우나', '좋', '고', '비', '멎', '때', '수영장', '개폐식', '대형', '천장', '벽면', '개방', '니까', '야외', '수영장', '같', '고', '남산타워', '뷰', '좋']","['숙박', '동안', '장맛비', '내리', '는데', '비오', '날', '수영장', '연결', '야외', '자', '아쿠', '사우나', '고', '비', '멎', '수영장', '개폐식', '대형', '천장', '벽면', '개방', '니까', '야외', '수영장', '고', '남산타워', '뷰']"
2012,어반아일랜드 남자분 총괄매니저님이 친절하게 응대해주셔서 쾌적하게 이용할수 있었습니다,"['어', '아일랜드', '남자', '총괄', '매니저', '친절', '게', '응대', '아', '어서', '게', '이용']","['어', '아일랜드', '남자', '총괄', '매니저', '친절', '게', '응대', '아', '어서', '게', '이용']"
2013,"이그제큐티브 라운지 식사가 정말 훌륭했다. 룸 컨디션이 정말 좋았다. 실내 수영장, 사우나 시설을 횟수 제한없이 이용할 수 있는 점이 좋았다.","['이그제큐티브', '라운지', '식사', '룸', '컨디션', '좋', '실내', '수영장', '사우나', '시설', '횟수', '제한', '이용', '있', '점', '좋']","['이그제큐티브', '라운지', '식사', '룸', '컨디션', '실내', '수영장', '사우나', '시설', '횟수', '제한', '이용', '있']"
2014,조식뷔페와 수영장 그리고 사우나까지♡♡♡ 저녁 뷔페도 짱 짱,"['조식', '뷔페', '수영장', '사우나', '저녁', '뷔페']","['조식', '뷔페', '수영장', '사우나', '저녁', '뷔페']"
2015,역시 신라는 직원분들의 서비스가 숙박료의 반 이상을 차지 하는것 같습니다. 친절했던 직원분들의 서비스가 너무 마음에 들어서 1년에 한번씩 방문하고 싶어졌습니다. 음식까지 맛있는 호텔을 원하신다면 무조건 신라로 가세요 음식말고 그냥 나는 휴식만 하고 싶다! 하시는 분들은 다른곳을 조용히 추천 드립니다..,"['신라', '직원', '서비스', '숙박료', '반', '이상', '차지', '하', '같', '친절', '직원', '서비스', '마음', '들', '어서', '한번', '방문', '고', '어', '음식', '맛있', '호텔', '원하', 'ㄴ다면', '신라', '가세', '음식', '말', '고', '휴식', '하', '고', '하', '곳', '추천']","['신라', '직원', '서비스', '숙박료', '반', '이상', '차지', '친절', '직원', '서비스', '마음', '어서', '한번', '방문', '고', '어', '음식', '맛있', '호텔', '원하', 'ㄴ다면', '신라', '가세', '음식', '고', '휴식', '고', '곳', '추천']"
2016,객실이 너무 깔끔하고 좋았습니다!,"['객실', '고', '좋']","['객실', '고']"
2017,조식 너무기대한거치고는 그저그랬는데 대부분 맛있었어요.,"['조식', '대한', '그러', '는데', '대부분', '맛있']","['조식', '대한', '는데', '대부분', '맛있']"
2018,너무 좋았어요. 또 갈꺼예요!,"['좋', '가']",[]
2019,"신라 조식이야 워낙 유명하고, 아이들까지 세세히 신경써주신 점이 좋았어요. 아이들 식판이라던지. 그리기 세트라던지.. 별거 아니지만 또 이런걸로 훅 기분이 좋아지니까요. 7살 된 딸이 너무 좋아했습니다~","['신라', '조식', '고', '아이', '신경', '쓰', '어', '점', '좋', '아이', '식판', '그리', '세트', '별거', '지만', '기분', '좋', '아', '되', '딸', '좋아하']","['신라', '조식', '고', '아이', '신경', '쓰', '어', '아이', '식판', '그리', '세트', '별거', '지만', '기분', '아', '딸', '좋아하']"
2020,"서비스가 매우 훌륭했고, 직원 모두에게 프로페셔널한 모습을 봤음","['서비스', '고', '직원', '모두', '프로페셔널', '모습', '보']","['서비스', '고', '직원', '모두', '프로페셔널', '모습']"
2021,침구도 방도 깨끗하고 다 좋았어요.,"['침구', '방', '고', '좋']","['침구', '방', '고']"
2022,친절함 깔끔함 편함,"['친절', '편하']","['친절', '편하']"
2023,"서비스, 방컨디션, 사우나 등등 다 완벽했습니다","['서비스', '방', '컨디션', '사우나', '완벽']","['서비스', '방', '컨디션', '사우나', '완벽']"
2024,조식존나맛잇음,"['조식', '존', '나', '맛', '잇']","['조식', '존', '맛', '잇']"
2025,라운지에 만족함,"['라운지', '만족']","['라운지', '만족']"
2026,우선 직원분들이 정말 친절합니다.이런 대접 어디서 받아볼까 싶네요. 적지 않은 돈을 썼지만 돈 아까운 생각은 안드네요. 돈 모아서 또 숙박할거에요 ㅎ 레스토랑 라연도 훌륭합니다.,"['직원', '친절', '대접', '받', '아', 'ㄹ까', '적', '지', '돈', '쓰', '지만', '돈', '아깝', '생각', '들', '돈', '모으', '아서', '숙박', '레스토랑', '라', '연도']","['직원', '친절', '대접', '아', 'ㄹ까', '돈', '쓰', '지만', '돈', '아깝', '돈', '모으', '아서', '숙박', '레스토랑', '라', '연도']"
2027,"깨끗한 시설, 좋은 위치, 친절한 스탭","['시설', '좋', '위치', '친절', '스탭']","['시설', '위치', '친절', '스탭']"
2028,직원들이 모두 너무친절했고 서비스도좋았습니다 특히 조식이 존맛탱,"['직원', '친절', '고', '서비스', '좋', '조식', '존', '맛', '탱']","['직원', '친절', '고', '서비스', '조식', '존', '맛', '탱']"
2029,원래 좋아하는 곳이지만 숙박은 오랜만인데 흠 잡을데가 없어요. 모든 직원분들의 응대가 세련되었습니다.,"['좋아하', '곳', '지만', '숙박', '오랜만', 'ㄴ데', '흠', '잡', '없', '직원', '응대', '세련']","['좋아하', '곳', '지만', '숙박', '오랜만', 'ㄴ데', '흠', '잡', '직원', '응대', '세련']"
2030,신라호텔이 왜 대한민국 최고의 호텔인지 알 수 있는 투숙이었음 모든 부분이 만족스러웠으나 체크인 과정에서 불편함을 겪어서 좀 아쉬움. 다음에도 재이용할것임,"['신라호텔', '대한민국', '최고', '호텔', 'ㄴ지', '알', '있', '투숙', '부분', '만족', '으나', '체크인', '과정', '불편', '겪', '어서', '아쉬움', '다음', '이용']","['신라호텔', '대한민국', '최고', '호텔', 'ㄴ지', '있', '투숙', '부분', '만족', '으나', '체크인', '과정', '불편', '겪', '어서', '아쉬움', '다음', '이용']"
2031,객실이 깨끗하고 직원분들 친절하심.,"['객실', '고', '직원', '친절']","['객실', '고', '직원', '친절']"
2032,역시는 역시나였다. 우리나라에서 최고급 호텔이며 시설 서비스 모든것이 최고였다.,"['나', '우리나라', '최고급', '호텔', '며', '시설', '서비스', '최고']","['우리나라', '최고급', '호텔', '며', '시설', '서비스', '최고']"
2033,괜히 대한민국 최고의호텔이 아닌듯합니다 품격과서비스 모두 훌륭한 호텔이였습니다,"['대한민국', '최고', '호텔', 'ㄴ듯', 'ㅂ니다', '품격', '서비스', '호텔']","['대한민국', '최고', '호텔', 'ㄴ듯', 'ㅂ니다', '품격', '서비스', '호텔']"
2034,좋아요~ 친절함~!,['친절'],['친절']
2035,대접 잘ㅊ받고 호캉스 즐기다 갑니다,"['대접', '캉', '스', '즐기', '다', '가', 'ㅂ니다']","['대접', '캉', '스', '즐기', '다', 'ㅂ니다']"
2036,고층의 남산뷰 객실을 배정받아서 밤낮으로 좋은 경치를 볼 수 있어서 힐링된 숙박이었습니다. 그리고 객실서비스부터 대응까지 만족스러웠습니다. 객실 내 조식 서비스 이용했습니다.  더파크뷰 이용하려다가 많이 붐빈다고 안내 받아 객실 내 조식 서비스 이용했고 프라이빗하게 방에서 조식을 즐기는 것도 꽤나 만족스러웠습니다.^^,"['고층', '남산', '뷰', '객실', '배정', '받', '아서', '밤낮', '좋', '경치', '보', '있', '어서', '힐', '링', '숙박', '객실', '서비스', '대응', '만족', '객실', '조식', '서비스', '이용', '파크뷰', '이용', '려다가', '붐비', 'ㄴ다고', '안내', '받', '아', '객실', '조식', '서비스', '이용', '고', '프라이', '빗', '게', '방', '조식', '즐기', '만족']","['고층', '남산', '뷰', '객실', '배정', '아서', '밤낮', '경치', '있', '어서', '힐', '링', '숙박', '객실', '서비스', '대응', '만족', '객실', '조식', '서비스', '이용', '파크뷰', '이용', '려다가', '붐비', 'ㄴ다고', '안내', '아', '객실', '조식', '서비스', '이용', '고', '프라이', '빗', '게', '방', '조식', '즐기', '만족']"
2037,"전반적으로 다 좋았지만, 방에서 복도나 다른 방 소음이 잘 들려서 아쉬웠습니다.. 그리고 여름이불이 아니라 덮고 잘 수가 없더라고요.","['전반', '좋', '지만', '방', '복도', '방', '소음', '들리', '어서', '아쉽', '여름', '이불', '라', '덮', '고', '없']","['전반', '지만', '방', '복도', '방', '소음', '들리', '어서', '아쉽', '여름', '이불', '라', '덮', '고']"
2038,침구가 편안했어요,"['침구', '편안', '어요']","['침구', '편안', '어요']"
2039,"최고의 서비스, 청결도 등 비용대비 최고 수준의 호텔임을 자부합니다. 호텔신라의 명성유지는 호텔의 전통도 있겠지만 고객을 최고로 생각하는 호텔서비스에 있다고 생각합니다.^^ 2박3일동안 알차고 좋은시간이였습니다.","['최고', '서비스', '청결', '비용', '대비', '최고', '수준', '호텔', '자부', '호텔신라', '명성', '유지', '호텔', '전통', '지만', '고객', '최고', '생각', '호텔', '서비스', '있', '다고', '생각', '박', '알차', '고', '좋']","['최고', '서비스', '청결', '비용', '대비', '최고', '수준', '호텔', '자부', '호텔신라', '명성', '유지', '호텔', '전통', '지만', '고객', '최고', '호텔', '서비스', '있', '다고', '박', '알차', '고']"
