,sentence,cleansed_target,cleansed_stopwords
502,"4,5성급 호텔에서 3번째입니다! 다른호텔은 소음차단이 안되거나 침구가 불편하여 저와 동행인 둘 다 잠을 쉽게 못잤습니다! 하지만 세인트존스는 들어가자마자 깨끗한 상태에서 좋은 룸 컨디션을 보여주었고, 친절한 직원은 물론 교통이 편리하여 모든걸 배려해준다는 생각이 들었습니다! 강릉여행 자주가는데 세인트 존스는 계속해서 또 가고싶어요!","['성급', '호텔', '호텔', '소음', '차단', '안', '거나', '침구', '불편', '아', '동행', '잠', '쉽', '게', '자', '세인트존스', '들어가', '자마자', '상태', '좋', '룸', '컨디션', '보여주', '고', '친절', '직원', '교통', '편리', '아', '걸', '배려', '아', '생각', '들', '강릉', '여행', '가', '는데', '세인트', '존스', '계속', '아서', '가', '고']","['성급', '호텔', '호텔', '소음', '차단', '거나', '침구', '불편', '아', '동행', '잠', '쉽', '게', '자', '세인트존스', '들어가', '자마자', '상태', '룸', '컨디션', '보여주', '고', '친절', '직원', '교통', '편리', '아', '걸', '배려', '아', '강릉', '여행', '는데', '세인트', '존스', '계속', '아서', '고']"
503,위치와 전망 ᆢ부대시설 좋았고 직원들이 친절했 습니다,"['위치', '전망', '좋', '고', '직원', '친절', '습니다']","['위치', '전망', '고', '직원', '친절', '습니다']"
504,"시티뷰 방인데 맨 끝에 있는 방이여서 도시와 바다가 동시에 보임, 깨끗함","['시티', '뷰', '방', 'ㄴ데', '끝', '있', '방', '아서', '도시', '바다', '동시', '보이']","['시티', '뷰', '방', 'ㄴ데', '끝', '있', '방', '아서', '도시', '바다', '동시']"
505,"위치, 호텔앞 소나무밭에서 아침산책하기 좋았습니다.","['위치', '호텔', '앞', '소나무', '밭', '아침', '산책', '지', '좋']","['위치', '호텔', '소나무', '밭', '아침', '산책']"
506,가성대비좋음,"['가성', '대비', '좋']","['가성', '대비']"
507,위치가 좋음. 바로 앞에 바다. 전망도 좋고. 인피니티풀도 유료였지만 뷰나 사진찍기에 좋았음. 근처에 맛집도 있어서 위치가 좋음,"['위치', '좋', '앞', '바다', '전망', '좋', '인피니티', '풀', '유료', '지만', '뷰', '사진', '찍', '좋', '근처', '맛', '집', '있', '어서', '위치', '좋']","['위치', '바다', '전망', '인피니티', '풀', '유료', '지만', '뷰', '사진', '찍', '근처', '맛', '있', '어서', '위치']"
508,"경포대 주변의 호텔이 모두 해변에 위치하여 바다보기에 좋은데 저는 왜 세인트존스 호텔과 가까운 바다가 가장 멋지게 보일까요. 그래서 좋고, 307포차도 역시 멋져요.","['경포대', '주변', '호텔', '해변', '위치', '아', '바다', '보', '좋', '은데', '세인트존스', '호텔', '가깝', '바다', '멋지', '게', '보이', '좋', '고', '포차', '멋지']","['경포대', '주변', '호텔', '해변', '위치', '아', '바다', '은데', '세인트존스', '호텔', '가깝', '바다', '멋지', '게', '고', '포차', '멋지']"
509,"두번째 방문인데 여전히 모두 친절한 직원분들과 쾌적하고 깔끔한 숙소. 위치도 강문해변이랑 너무가깝고 호텔앞에 이어지는 바다가 너무 좋네요. 화장실도 깔끔하고 수압도 쎄고, 어메니티도 향이 다 좋아서 만족했습니다. 오션뷰 방 예약했는데 지난 방문보다 바다에서 완전 정면인 곳을 받아서 정말 좋았습니다. 또 강릉에 간다면, 전 또 세인트 방문을 할거에요.","['방문', 'ㄴ데', '친절', '직원', '고', '숙소', '위치', '문', '해변', '가깝', '고', '호텔', '앞', '이어지', '바다', '좋', '화장실', '고', '수압', '쎄', '고', '어메', '니', '티', '향', '좋', '아서', '만족', '오션', '뷰', '방', '예약', '는데', '지나', '방문', '바다', '완전', '정면', '곳', '받', '아서', '좋', '강릉', '가', 'ㄴ다면', '세인트', '방문', '하']","['방문', 'ㄴ데', '친절', '직원', '고', '숙소', '위치', '문', '해변', '가깝', '고', '호텔', '이어지', '바다', '화장실', '고', '수압', '쎄', '고', '어메', '니', '티', '향', '아서', '만족', '오션', '뷰', '방', '예약', '는데', '지나', '방문', '바다', '완전', '정면', '곳', '아서', '강릉', 'ㄴ다면', '세인트', '방문']"
510,해변의 접근성이 좋았으며 청결도 친절함 등이 좋았습니다,"['해변', '접근', '좋', '으며', '청결', '친절', '좋']","['해변', '접근', '으며', '청결', '친절']"
511,"해변이 바로 앞에 있고, 건물 앞에 가려지는것 없이 바다 볼 수 있어서 너무 좋았어요. 속이 다 시원함 뷰 하나로 모든게 용서된다는 글 봤었는데 공감합니다. 그리고 부대시설이 많은 호텔이라 코로나만 아니었으면  호텔안에서만 잘 놀다 갈 수 있었을거 같아요, 바로 근처에 편의점/작은마트(?) 도 있구요, 포차 같은것도 있고 하더라구요. 키오스크로 셀프체크인 가능한것 편하고 좋았어요. 하도 체크인하는데 오래 걸린다고 얘기 들어서 걱정했는데 평일이라 그런지 딱히 붐비진 않았습니다~","['해변', '앞', '있', '고', '건물', '앞', '가리', '어', '바다', '보', '있', '어서', '좋', '속', '뷰', '게', '용서', '글', '보', '는데', '공감', '부대시설', '많', '호텔', '라', '코로나', '으면', '호텔', '안', '놀', '다', '가', '같', '근처', '편의점', '작', '마트', '포차', '같', '있', '고', '키오스크', '셀프', '체크인', '편하', '고', '좋', '체크인', '는데', '걸리', 'ㄴ다고', '얘기', '들', '어서', '걱정', '는데', '평일', '라', '그렇', 'ㄴ지', '붐비', '지']","['해변', '있', '고', '건물', '가리', '어', '바다', '있', '어서', '뷰', '게', '용서', '글', '는데', '공감', '부대시설', '호텔', '라', '코로나', '으면', '호텔', '놀', '다', '근처', '편의점', '작', '마트', '포차', '있', '고', '키오스크', '셀프', '체크인', '편하', '고', '체크인', '는데', '걸리', 'ㄴ다고', '얘기', '어서', '걱정', '는데', '평일', '라', 'ㄴ지', '붐비']"
